"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Place of Death"	"Place of Death Code"	"ICD Chapter"	"ICD Chapter Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Urolithiasis"	"N20-N23"	12	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Other disorders of kidney and ureter"	"N25-N28"	83	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Other diseases of urinary system"	"N30-N39"	169	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Diseases of male genital organs"	"N40-N50"	38	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Disorders of breast"	"N60-N64"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	6	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the nervous system"	"Q00-Q07"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the circulatory system"	"Q20-Q28"	25	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the respiratory system"	"Q30-Q34"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations of the digestive system"	"Q38-Q45"	4	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the urinary system"	"Q60-Q64"	37	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	3	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	4	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	132	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	26	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	4	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	7	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the urinary system"	"R30-R39"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving speech and voice"	"R47-R49"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"General symptoms and signs"	"R50-R68"	413	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	35	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Ill-defined and unknown causes of mortality"	"R95-R99"	704	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Transport accidents"	"V01-V99"	59	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Other external causes of accidental injury"	"W00-X59"	1516	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Intentional self-harm"	"X60-X84"	1803	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Assault"	"X85-Y09"	181	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Event of undetermined intent"	"Y10-Y34"	44	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Legal intervention and operations of war"	"Y35-Y36"	3	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Complications of medical and surgical care"	"Y40-Y84"	34	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	61	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Intestinal infectious diseases"	"A00-A09"	142	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Tuberculosis"	"A16-A19"	7	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	705	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral infections of the central nervous system"	"A80-A89"	30	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	3	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	18	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral hepatitis"	"B15-B19"	63	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	18	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other viral diseases"	"B25-B34"	4	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Mycoses"	"B35-B49"	11	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Protozoal diseases"	"B50-B64"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	21	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other infectious diseases"	"B99-B99"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Neoplasms"	"C00-D48"	"Malignant neoplasms"	"C00-C97"	20856	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Neoplasms"	"C00-D48"	"In situ neoplasms"	"D00-D09"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Neoplasms"	"C00-D48"	"Benign neoplasms"	"D10-D36"	45	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Neoplasms"	"C00-D48"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	612	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nutritional anaemias"	"D50-D53"	6	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Haemolytic anaemias"	"D55-D59"	6	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aplastic and other anaemias"	"D60-D64"	27	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	27	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Other diseases of blood and blood-forming organs"	"D70-D76"	8	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Certain disorders involving the immune mechanism"	"D80-D89"	26	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Disorders of thyroid gland"	"E00-E07"	12	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Diabetes mellitus"	"E10-E14"	924	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	6	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Disorders of other endocrine glands"	"E20-E34"	8	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Malnutrition"	"E40-E46"	79	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	2	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	33	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	232	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Organic, including symptomatic, mental disorders"	"F01-F09"	1734	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	20	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	3	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Mood [affective] disorders"	"F30-F39"	5	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Mental and behavioural disorders"	"F01-F99"	"Mental retardation"	"F70-F79"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Inflammatory diseases of the central nervous system"	"G00-G09"	16	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Extrapyramidal and movement disorders"	"G20-G25"	1090	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Other degenerative diseases of the nervous system"	"G30-G31"	2913	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Demyelinating diseases of the central nervous system"	"G35-G37"	49	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Episodic and paroxysmal disorders"	"G40-G47"	31	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Nerve, nerve root and plexus disorders"	"G50-G58"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	20	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Diseases of myoneural junction and muscle"	"G70-G72"	44	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	15	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the nervous system"	"G00-G98"	"Other disorders of the nervous system"	"G90-G98"	225	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the ear and mastoid process"	"H60-H93"	"Diseases of middle ear and mastoid"	"H65-H74"	1	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Chronic rheumatic heart diseases"	"I05-I09"	60	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Hypertensive diseases"	"I10-I15"	817	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Ischaemic heart diseases"	"I20-I25"	3727	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	214	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Other forms of heart disease"	"I30-I51"	3384	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Cerebrovascular diseases"	"I60-I69"	4833	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	410	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	21	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Hospice facility"	"5"	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	5	Not Applicable	Not Applicable
